row_id,entity_id,timestamp,split,feature_linear,feature_corr,feature_big_scale,feature_small_scale,sensor_value,category,text_note,target
416,1175,2025-02-19,train,1.179782,2.514617,95084.837767,0.021519,54.448,A,Entity 1175 in train had activity level 1.180 and category A.,0
417,1176,2025-02-20,train,-0.437168,-0.783373,2382.806987,0.039049,42.129,B,Entity 1176 in train had activity level -0.437 and category B.,0
418,1177,2025-02-21,train,-0.64327,-1.413287,13596.754519,0.003501,44.776,A,Entity 1177 in train had activity level -0.643 and category A.,0
419,1178,2025-02-22,train,-0.056514,0.110329,5228.524541,0.000676,41.343,B,Entity 1178 in train had activity level -0.057 and category B.,0
420,1179,2025-02-23,train,-1.131192,-2.442803,4885.860037,0.002904,48.05,C,Entity 1179 in train had activity level -1.131 and category C.,0
421,1180,2025-02-24,train,0.107961,-0.029851,3386.814928,0.01896,49.354,A,Entity 1180 in train had activity level 0.108 and category A.,0
422,1181,2025-02-25,train,1.187086,2.37435,9431.517031,0.027092,50.354,C,Entity 1181 in train had activity level 1.187 and category C.,0
423,1182,2025-02-26,train,-1.26144,-2.489132,11636.135481,0.023866,41.784,A,Entity 1182 in train had activity level -1.261 and category A.,0
424,1183,2025-02-27,train,1.642112,2.9938,25526.926485,0.025837,51.285,A,Entity 1183 in train had activity level 1.642 and category A.,1
425,1184,2025-02-28,train,0.787107,1.853876,34893.024836,0.037295,40.169,D,Entity 1184 in train had activity level 0.787 and category D.,1
426,1185,2025-03-01,train,-0.267157,-0.219037,27462.845571,0.019488,48.802,A,Entity 1185 in train had activity level -0.267 and category A.,0
427,1186,2025-03-02,train,0.743297,1.299291,2898.356419,0.012227,48.982,B,Entity 1186 in train had activity level 0.743 and category B.,0
428,1187,2025-03-03,train,0.688809,1.474055,11080.005194,0.008861,38.997,B,Entity 1187 in train had activity level 0.689 and category B.,0
429,1188,2025-03-04,train,0.842626,1.430728,6317.233571,0.022067,50.339,A,Entity 1188 in train had activity level 0.843 and category A.,1
430,1189,2025-03-05,train,-1.741259,-3.475317,8975.647427,0.035453,40.901,A,Entity 1189 in train had activity level -1.741 and category A.,0
431,1190,2025-03-06,train,-0.93163,-1.880448,1725.038978,0.022064,37.143,A,Entity 1190 in train had activity level -0.932 and category A.,0
432,1191,2025-03-07,train,0.316346,0.664222,59033.072773,0.029329,40.639,A,Entity 1191 in train had activity level 0.316 and category A.,0
433,1192,2025-03-08,train,-1.062933,-2.383918,17501.284273,0.006634,36.202,A,Entity 1192 in train had activity level -1.063 and category A.,0
434,1193,2025-03-09,train,2.309747,4.740179,7797.19602,0.01934,52.48,A,Entity 1193 in train had activity level 2.310 and category A.,1
435,1194,2025-03-10,train,0.688993,1.34888,23913.122499,0.018787,44.595,A,Entity 1194 in train had activity level 0.689 and category A.,0
436,1195,2025-03-11,train,-0.113057,-0.624995,8418.432214,0.033395,42.01,A,Entity 1195 in train had activity level -0.113 and category A.,0
437,1196,2025-03-12,train,-1.138432,-2.506234,4120.23413,0.03629,41.355,A,Entity 1196 in train had activity level -1.138 and category A.,0
438,1197,2025-03-13,train,-0.895994,-1.908392,5277.214797,0.005559,48.211,A,Entity 1197 in train had activity level -0.896 and category A.,0
439,1198,2025-03-14,train,-1.081755,-1.789019,18448.580475,0.032447,44.175,B,Entity 1198 in train had activity level -1.082 and category B.,0
440,1199,2025-03-15,train,0.095864,0.205589,9005.262075,0.001726,48.628,B,Entity 1199 in train had activity level 0.096 and category B.,0
441,1200,2025-03-16,train,0.762067,1.506448,31653.378105,0.023974,,B,Entity 1200 in train had activity level 0.762 and category B.,0
442,1201,2025-03-17,train,-1.517788,-2.677562,18966.668432,0.039711,44.807,C,Entity 1201 in train had activity level -1.518 and category C.,0
443,1202,2025-03-18,train,0.284994,0.415525,7105.283798,0.028967,42.824,A,Entity 1202 in train had activity level 0.285 and category A.,0
444,1203,2025-03-19,train,-0.408981,-0.662236,16548.158074,0.034384,41.612,A,Entity 1203 in train had activity level -0.409 and category A.,0
445,1204,2025-03-20,train,-0.222577,-0.463879,13904.097995,0.004701,39.173,A,Entity 1204 in train had activity level -0.223 and category A.,0
446,1205,2025-03-21,train,-1.191585,-2.214451,2592.072817,0.020882,46.987,A,Entity 1205 in train had activity level -1.192 and category A.,0
447,1206,2025-03-22,train,0.253074,0.271901,2687.052952,0.030462,41.78,B,Entity 1206 in train had activity level 0.253 and category B.,0
448,1207,2025-03-23,train,0.891374,1.807238,5756.805263,0.035071,50.14,A,Entity 1207 in train had activity level 0.891 and category A.,0
449,1208,2025-03-24,train,0.093148,0.194813,4577.302069,0.012636,39.593,A,Entity 1208 in train had activity level 0.093 and category A.,0
450,1209,2025-03-25,train,-0.654402,-1.429517,16829.535792,0.011022,43.313,B,Entity 1209 in train had activity level -0.654 and category B.,0
451,1210,2025-03-26,train,-0.91586,-1.536335,10612.257721,0.013774,46.286,B,Entity 1210 in train had activity level -0.916 and category B.,0
452,1211,2025-03-27,train,-1.217494,-2.635278,18044.05855,0.006472,38.273,A,Entity 1211 in train had activity level -1.217 and category A.,0
453,1212,2025-03-28,train,-0.166697,-0.442194,11974.526917,0.003644,44.431,A,Entity 1212 in train had activity level -0.167 and category A.,0
454,1213,2025-03-29,train,0.150932,0.340251,12379.477899,0.015373,41.304,D,Entity 1213 in train had activity level 0.151 and category D.,0
455,1214,2025-03-30,train,1.833178,3.346705,5465.776733,0.008068,46.399,B,Entity 1214 in train had activity level 1.833 and category B.,0
456,1215,2025-03-31,train,0.267563,0.349437,10077.497351,0.006779,45.756,A,Entity 1215 in train had activity level 0.268 and category A.,0
457,1216,2025-04-01,train,0.181665,0.143377,3788.957737,0.02071,49.168,B,Entity 1216 in train had activity level 0.182 and category B.,0
458,1217,2025-04-02,train,0.461117,1.051298,6763.082365,0.038532,43.968,A,Entity 1217 in train had activity level 0.461 and category A.,0
459,1218,2025-04-03,train,-0.074871,0.082156,14679.205578,0.01177,45.872,C,Entity 1218 in train had activity level -0.075 and category C.,0
460,1219,2025-04-04,train,-0.576521,-1.397238,5389.143749,0.038642,44.334,B,Entity 1219 in train had activity level -0.577 and category B.,0
461,1220,2025-04-05,train,-1.353754,-2.500672,17675.749769,0.002702,41.592,B,Entity 1220 in train had activity level -1.354 and category B.,0
462,1221,2025-04-06,train,-0.680383,-1.037826,7761.832828,0.000389,43.117,C,Entity 1221 in train had activity level -0.680 and category C.,0
463,1222,2025-04-07,train,2.158553,4.335388,4298.947882,0.035773,51.661,A,Entity 1222 in train had activity level 2.159 and category A.,0
464,1223,2025-04-08,train,-2.103343,-3.884773,51018.180897,0.03491,40.108,A,Entity 1223 in train had activity level -2.103 and category A.,0
465,1224,2025-04-09,train,1.850109,3.822537,5579.279009,0.024553,44.248,B,Entity 1224 in train had activity level 1.850 and category B.,0
466,1225,2025-04-10,train,0.316196,-0.037934,12455.369118,0.03588,32.927,C,Entity 1225 in train had activity level 0.316 and category C.,0
467,1226,2025-04-11,train,0.24017,0.740359,58656.002115,0.019133,48.364,A,Entity 1226 in train had activity level 0.240 and category A.,0
468,1227,2025-04-12,train,0.990147,2.218134,8624.888144,0.018403,50.86,B,Entity 1227 in train had activity level 0.990 and category B.,0
469,1228,2025-04-13,train,-0.618255,-1.285714,5368.442257,0.018854,42.274,B,Entity 1228 in train had activity level -0.618 and category B.,0
470,1229,2025-04-14,train,0.00558,-0.289541,44412.753132,0.011185,49.02,A,Entity 1229 in train had activity level 0.006 and category A.,1
471,1230,2025-04-15,train,-0.09627,-0.022833,4439.522394,0.005834,,D,Entity 1230 in train had activity level -0.096 and category D.,0
472,1231,2025-04-16,train,-0.614949,-0.740494,10258.10059,0.02068,44.115,B,Entity 1231 in train had activity level -0.615 and category B.,0
473,1232,2025-04-17,train,-1.291509,-2.253081,59560.853647,0.019062,44.423,B,Entity 1232 in train had activity level -1.292 and category B.,0
474,1233,2025-04-18,train,0.856383,1.781639,7859.489157,0.000793,55.171,A,Entity 1233 in train had activity level 0.856 and category A.,0
475,1234,2025-04-19,train,-0.38513,-0.841547,12930.932626,0.026928,39.783,A,Entity 1234 in train had activity level -0.385 and category A.,0
476,1235,2025-04-20,train,-0.65744,-1.332416,7173.720487,0.006703,39.842,C,Entity 1235 in train had activity level -0.657 and category C.,0
477,1236,2025-04-21,train,0.562585,1.1256,12199.940639,0.011654,50.467,A,Entity 1236 in train had activity level 0.563 and category A.,0
478,1237,2025-04-22,train,1.129104,1.954378,29661.583089,0.038621,48.554,A,Entity 1237 in train had activity level 1.129 and category A.,0
479,1238,2025-04-23,train,1.518032,2.75934,18389.71129,0.00412,50.562,A,Entity 1238 in train had activity level 1.518 and category A.,0
480,1239,2025-04-24,train,-0.07273,-0.129557,7150.809474,0.010498,39.523,A,Entity 1239 in train had activity level -0.073 and category A.,0
481,1000,2025-04-25,train,-0.313996,-0.294933,39580.909987,0.001143,50.432,B,Entity 1000 in train had activity level -0.314 and category B.,0
482,1001,2025-04-26,train,1.063185,1.85027,8856.494579,0.017794,47.069,D,Entity 1001 in train had activity level 1.063 and category D.,0
483,1002,2025-04-27,train,-0.889245,-1.903193,2636.066061,0.012386,41.566,A,Entity 1002 in train had activity level -0.889 and category A.,0
484,1003,2025-04-28,train,-1.067613,-2.039989,25313.675133,0.0001,44.396,C,Entity 1003 in train had activity level -1.068 and category C.,1
485,1004,2025-04-29,train,2.245804,4.016324,9471.302628,0.017217,51.376,A,Entity 1004 in train had activity level 2.246 and category A.,1
486,1005,2025-04-30,train,0.046047,-0.117211,7464.625925,0.006531,41.753,B,Entity 1005 in train had activity level 0.046 and category B.,0
487,1006,2025-05-01,train,0.117034,0.595717,50145.728692,0.027386,40.948,A,Entity 1006 in train had activity level 0.117 and category A.,0
488,1007,2025-05-02,train,-1.010515,-1.845016,23007.147911,0.025476,41.3,B,Entity 1007 in train had activity level -1.011 and category B.,1
489,1008,2025-05-03,train,1.236665,2.433192,12991.436031,0.010768,50.386,B,Entity 1008 in train had activity level 1.237 and category B.,0
490,1009,2025-05-04,train,0.59661,1.029774,22338.337592,0.031978,38.909,D,Entity 1009 in train had activity level 0.597 and category D.,0
491,1010,2025-05-05,train,0.340265,0.624149,11520.023445,0.018806,44.243,A,Entity 1010 in train had activity level 0.340 and category A.,1
492,1011,2025-05-06,train,-1.79759,-3.396482,5106.588894,0.030849,39.875,A,Entity 1011 in train had activity level -1.798 and category A.,0
493,1012,2025-05-07,train,-2.95245,-5.692306,2439.356768,0.012484,37.89,A,Entity 1012 in train had activity level -2.952 and category A.,0
494,1013,2025-05-08,train,0.647587,1.223883,45086.409899,0.007949,,C,Entity 1013 in train had activity level 0.648 and category C.,0
495,1014,2025-05-09,train,-0.286777,-0.426053,9973.200696,0.031566,46.438,A,Entity 1014 in train had activity level -0.287 and category A.,0
496,1015,2025-05-10,train,-1.166174,-2.281546,14810.542946,0.006308,34.092,A,Entity 1015 in train had activity level -1.166 and category A.,0
497,1016,2025-05-11,train,1.405006,2.785584,6354.88101,0.005033,41.336,A,Entity 1016 in train had activity level 1.405 and category A.,0
498,1017,2025-05-12,train,-1.71384,-3.389806,13849.738296,0.02757,46.581,A,Entity 1017 in train had activity level -1.714 and category A.,0
499,1018,2025-05-13,train,-0.449919,-0.528185,13732.645475,0.013907,46.428,B,Entity 1018 in train had activity level -0.450 and category B.,0
500,1019,2025-05-14,train,-2.030902,-3.742791,13814.8333,0.011827,39.199,A,Entity 1019 in train had activity level -2.031 and category A.,0
501,1020,2025-05-15,train,0.08044,0.192145,31759.632137,0.009551,39.13,B,Entity 1020 in train had activity level 0.080 and category B.,0
502,1021,2025-05-16,train,-0.251943,-0.757247,11043.266253,0.024522,42.916,A,Entity 1021 in train had activity level -0.252 and category A.,0
503,1022,2025-05-17,train,0.282397,0.436782,17338.471991,0.019415,43.632,A,Entity 1022 in train had activity level 0.282 and category A.,0
504,1023,2025-05-18,train,-1.317354,-2.553918,5202.205585,0.014654,50.682,B,Entity 1023 in train had activity level -1.317 and category B.,0
505,1024,2025-05-19,train,0.329892,0.569442,12107.626793,0.022321,44.412,C,Entity 1024 in train had activity level 0.330 and category C.,0
506,1025,2025-05-20,train,1.208307,2.289494,14425.629087,0.002816,59.141,A,Entity 1025 in train had activity level 1.208 and category A.,0
507,1026,2025-05-21,train,-0.667145,-1.295755,5135.558882,0.025013,42.574,A,Entity 1026 in train had activity level -0.667 and category A.,0
508,1027,2025-05-22,train,0.251915,0.325678,25661.945735,0.02661,47.122,C,Entity 1027 in train had activity level 0.252 and category C.,0
509,1028,2025-05-23,train,2.058509,4.57389,4523.920575,0.012606,52.234,D,Entity 1028 in train had activity level 2.059 and category D.,1
510,1029,2025-05-24,train,1.2878,2.401317,2797.401261,0.022526,49.618,A,Entity 1029 in train had activity level 1.288 and category A.,0
511,1030,2025-05-25,train,-0.99932,-1.827021,7093.419739,0.023831,29.502,A,Entity 1030 in train had activity level -0.999 and category A.,0
512,1031,2025-05-26,train,0.84076,1.625855,9183.286111,0.032878,46.426,B,Entity 1031 in train had activity level 0.841 and category B.,0
513,1032,2025-05-27,train,0.164131,0.362257,7736.851132,0.014683,47.394,B,Entity 1032 in train had activity level 0.164 and category B.,0
514,1033,2025-05-28,train,-0.427527,-0.50076,4850.53587,0.028943,47.72,B,Entity 1033 in train had activity level -0.428 and category B.,0
515,1034,2025-05-29,train,1.181079,2.081842,6539.736528,0.023051,55.235,A,Entity 1034 in train had activity level 1.181 and category A.,0
516,1035,2025-05-30,train,-0.962651,-2.212136,29660.292342,0.034791,,A,Entity 1035 in train had activity level -0.963 and category A.,0
517,1036,2025-05-31,train,-0.662153,-1.131829,36123.104867,0.005983,44.581,A,Entity 1036 in train had activity level -0.662 and category A.,0
518,1037,2025-06-01,train,0.531525,0.731153,16995.381024,0.020189,45.374,A,Entity 1037 in train had activity level 0.532 and category A.,1
519,1038,2025-06-02,train,-0.300842,-0.60196,7709.234961,0.020073,45.281,B,Entity 1038 in train had activity level -0.301 and category B.,0
520,1039,2025-06-03,train,1.007539,1.830554,6311.351392,0.02464,47.862,B,Entity 1039 in train had activity level 1.008 and category B.,0
521,1040,2025-06-04,train,0.404233,0.724308,6598.176541,0.013932,41.968,A,Entity 1040 in train had activity level 0.404 and category A.,0
522,1041,2025-06-05,train,0.135659,-0.240537,1425.335597,0.017688,53.361,A,Entity 1041 in train had activity level 0.136 and category A.,0
523,1042,2025-06-06,train,0.099832,-0.24044,13973.498866,0.037958,46.257,C,Entity 1042 in train had activity level 0.100 and category C.,0
524,1043,2025-06-07,train,-0.157937,-0.115944,21892.269015,0.00091,41.606,A,Entity 1043 in train had activity level -0.158 and category A.,0
525,1044,2025-06-08,train,-1.689305,-3.171787,28777.82653,0.000736,45.679,B,Entity 1044 in train had activity level -1.689 and category B.,0
526,1045,2025-06-09,train,0.173128,0.403334,2820.474538,0.002123,49.943,B,Entity 1045 in train had activity level 0.173 and category B.,0
527,1046,2025-06-10,train,-1.123325,-2.505707,79687.943656,0.025976,42.936,A,Entity 1046 in train had activity level -1.123 and category A.,0
528,1047,2025-06-11,train,-0.070428,0.047615,4339.054521,0.007457,,A,Entity 1047 in train had activity level -0.070 and category A.,0
529,1048,2025-06-12,train,-0.929845,-1.803129,6849.224349,0.013871,44.029,A,Entity 1048 in train had activity level -0.930 and category A.,0
530,1049,2025-06-13,train,2.894342,5.616205,2959.176889,0.035147,53.54,C,Entity 1049 in train had activity level 2.894 and category C.,1
531,1050,2025-06-14,train,1.296878,2.846637,8547.846184,0.015288,47.023,D,Entity 1050 in train had activity level 1.297 and category D.,1
532,1051,2025-06-15,train,-0.53512,-0.681611,95290.61305,0.036389,40.546,A,Entity 1051 in train had activity level -0.535 and category A.,0
533,1052,2025-06-16,train,0.647773,0.81399,6148.179146,0.020952,53.369,A,Entity 1052 in train had activity level 0.648 and category A.,0
534,1053,2025-06-17,train,-0.089157,-0.002599,7010.533045,0.022294,47.645,C,Entity 1053 in train had activity level -0.089 and category C.,0
535,1054,2025-06-18,train,0.20942,-0.053126,4479.506941,0.01772,47.968,C,Entity 1054 in train had activity level 0.209 and category C.,0
536,1055,2025-06-19,train,-0.34202,-0.539698,16113.502887,0.030498,43.427,B,Entity 1055 in train had activity level -0.342 and category B.,0
537,1056,2025-06-20,train,-0.379833,-0.9134,7036.449939,0.020093,39.198,B,Entity 1056 in train had activity level -0.380 and category B.,0
538,1057,2025-06-21,train,1.461128,2.869772,17826.771491,0.001289,52.644,B,Entity 1057 in train had activity level 1.461 and category B.,0
539,1058,2025-06-22,train,1.763357,3.323037,87891.069927,0.039425,54.095,C,Entity 1058 in train had activity level 1.763 and category C.,1
540,1059,2025-06-23,train,1.035098,1.913527,12766.613247,0.029413,45.516,A,Entity 1059 in train had activity level 1.035 and category A.,0
541,1060,2025-06-24,train,-2.117643,-4.094454,14312.322978,0.018064,,C,Entity 1060 in train had activity level -2.118 and category C.,0
542,1061,2025-06-25,train,-0.033216,-0.089256,3036.015151,0.020645,48.463,B,Entity 1061 in train had activity level -0.033 and category B.,0
543,1062,2025-06-26,train,0.547322,0.823722,3204.303288,0.002182,49.436,A,Entity 1062 in train had activity level 0.547 and category A.,0
544,1063,2025-06-27,train,-1.009094,-1.627767,33646.134902,0.037514,45.242,B,Entity 1063 in train had activity level -1.009 and category B.,0
545,1064,2025-06-28,train,-1.398303,-2.84352,15027.640728,0.010003,45.816,B,Entity 1064 in train had activity level -1.398 and category B.,0
546,1065,2025-06-29,train,-1.600768,-2.860343,22208.485132,0.014518,34.575,A,Entity 1065 in train had activity level -1.601 and category A.,0
547,1066,2025-06-30,train,-0.743316,-1.263596,13941.522634,0.02262,33.057,B,Entity 1066 in train had activity level -0.743 and category B.,0
548,1067,2025-07-01,train,-0.48387,-1.085036,16427.017572,0.030745,42.068,A,Entity 1067 in train had activity level -0.484 and category A.,0
549,1068,2025-07-02,train,-0.57586,-1.211147,1618.817134,0.02174,45.662,A,Entity 1068 in train had activity level -0.576 and category A.,0
550,1069,2025-07-03,train,1.395893,2.576591,13463.178518,0.024004,42.925,A,Entity 1069 in train had activity level 1.396 and category A.,0
551,1070,2025-07-04,train,0.566963,1.114937,9263.931541,0.034153,45.577,B,Entity 1070 in train had activity level 0.567 and category B.,1
552,1071,2025-07-05,train,2.2536,4.16233,14800.101361,0.026884,49.136,B,Entity 1071 in train had activity level 2.254 and category B.,1
553,1072,2025-07-06,train,-1.32707,-2.441291,16185.75732,0.011972,40.454,A,Entity 1072 in train had activity level -1.327 and category A.,0
554,1073,2025-07-07,train,0.457291,0.837406,18184.308539,0.027785,40.871,A,Entity 1073 in train had activity level 0.457 and category A.,0
555,1074,2025-07-08,train,1.313442,2.721178,1415.80083,0.019347,39.052,B,Entity 1074 in train had activity level 1.313 and category B.,0
556,1075,2025-07-09,train,-0.074396,-0.250325,33055.858304,0.039801,48.761,A,Entity 1075 in train had activity level -0.074 and category A.,0
557,1076,2025-07-10,train,-0.66058,-1.248578,3217.517279,0.03917,,A,Entity 1076 in train had activity level -0.661 and category A.,0
558,1077,2025-07-11,train,-0.373017,-0.458406,315.844675,0.016562,,A,Entity 1077 in train had activity level -0.373 and category A.,0
559,1078,2025-07-12,train,-0.366318,-0.314861,7100.808808,0.012957,48.975,A,Entity 1078 in train had activity level -0.366 and category A.,0
560,1079,2025-07-13,train,1.415555,2.824004,12126.495224,0.013221,44.274,A,Entity 1079 in train had activity level 1.416 and category A.,0
561,1080,2025-07-14,train,-1.465069,-2.747779,28463.626117,0.013404,37.394,B,Entity 1080 in train had activity level -1.465 and category B.,0
562,1081,2025-07-15,train,-1.991427,-3.813721,4583.023473,0.021435,36.243,A,Entity 1081 in train had activity level -1.991 and category A.,0
563,1082,2025-07-16,train,0.836436,1.555355,180387.93158,0.02506,49.853,C,Entity 1082 in train had activity level 0.836 and category C.,0
564,1083,2025-07-17,train,0.903079,1.719178,2268.838399,0.01258,43.007,A,Entity 1083 in train had activity level 0.903 and category A.,0
565,1084,2025-07-18,train,0.697945,1.279318,9251.591313,0.031398,49.032,B,Entity 1084 in train had activity level 0.698 and category B.,0
566,1085,2025-07-19,train,0.081637,0.012201,10827.615896,0.036945,37.535,B,Entity 1085 in train had activity level 0.082 and category B.,0
567,1086,2025-07-20,train,1.084373,1.593853,8543.706289,0.028983,45.885,A,Entity 1086 in train had activity level 1.084 and category A.,0
568,1087,2025-07-21,train,-0.013335,-0.13919,3135.551987,0.003483,50.192,A,Entity 1087 in train had activity level -0.013 and category A.,0
569,1088,2025-07-22,train,-0.802586,-1.614032,21490.788964,0.007702,40.271,A,Entity 1088 in train had activity level -0.803 and category A.,0
570,1089,2025-07-23,train,0.189966,0.355227,12880.879955,0.024918,46.658,A,Entity 1089 in train had activity level 0.190 and category A.,0
571,1090,2025-07-24,train,-0.242424,-0.632825,10966.227849,0.024531,46.05,A,Entity 1090 in train had activity level -0.242 and category A.,0
572,1091,2025-07-25,train,0.863818,1.698805,13298.917322,0.017059,42.454,A,Entity 1091 in train had activity level 0.864 and category A.,0
573,1092,2025-07-26,train,-0.676748,-1.412928,20736.934581,0.026835,36.625,A,Entity 1092 in train had activity level -0.677 and category A.,0
574,1093,2025-07-27,train,-1.174849,-2.042131,1362.548483,0.018731,38.876,A,Entity 1093 in train had activity level -1.175 and category A.,0
575,1094,2025-07-28,train,0.341967,1.080953,2102.516262,0.015683,39.293,B,Entity 1094 in train had activity level 0.342 and category B.,0
576,1095,2025-07-29,train,-2.108341,-3.760481,13423.354856,0.014058,42.768,A,Entity 1095 in train had activity level -2.108 and category A.,0
577,1096,2025-07-30,train,1.545699,3.181367,14006.029511,0.025978,45.503,B,Entity 1096 in train had activity level 1.546 and category B.,0
578,1097,2025-07-31,train,0.632995,0.635406,4860.201462,0.015353,49.124,A,Entity 1097 in train had activity level 0.633 and category A.,0
579,1098,2025-08-01,train,0.306015,0.313074,12309.869553,0.003116,52.465,C,Entity 1098 in train had activity level 0.306 and category C.,0
580,1099,2025-08-02,train,0.117995,-0.16033,5766.00677,0.007047,47.286,D,Entity 1099 in train had activity level 0.118 and category D.,0
581,1100,2025-08-03,train,-0.88804,-1.510138,8578.57795,0.032681,40.857,C,Entity 1100 in train had activity level -0.888 and category C.,0
582,1101,2025-08-04,train,-0.015218,0.131348,29214.309359,0.015599,47.236,B,Entity 1101 in train had activity level -0.015 and category B.,0
583,1102,2025-08-05,train,0.76509,1.35641,29472.472783,0.039303,45.467,A,Entity 1102 in train had activity level 0.765 and category A.,0
584,1103,2025-08-06,train,0.157004,0.426061,19726.815361,0.014769,52.068,A,Entity 1103 in train had activity level 0.157 and category A.,0
585,1104,2025-08-07,train,1.353776,2.234725,12509.100924,0.015771,55.765,A,Entity 1104 in train had activity level 1.354 and category A.,0
586,1105,2025-08-08,train,0.892689,1.555799,11987.489754,0.015384,48.895,C,Entity 1105 in train had activity level 0.893 and category C.,0
587,1106,2025-08-09,train,0.26932,0.575132,53151.248536,0.019468,46.463,A,Entity 1106 in train had activity level 0.269 and category A.,0
588,1107,2025-08-10,train,0.763618,1.077547,17522.020106,0.024177,49.431,A,Entity 1107 in train had activity level 0.764 and category A.,0
589,1108,2025-08-11,train,-0.413641,-0.674631,3827.915206,0.033872,40.232,A,Entity 1108 in train had activity level -0.414 and category A.,0
590,1109,2025-08-12,train,0.701335,1.614972,9076.078961,0.028195,40.118,A,Entity 1109 in train had activity level 0.701 and category A.,0
591,1110,2025-08-13,train,2.996092,5.627576,13251.038647,0.003129,,C,Entity 1110 in train had activity level 2.996 and category C.,0
592,1111,2025-08-14,train,0.297545,0.840349,21116.617687,0.031924,49.737,A,Entity 1111 in train had activity level 0.298 and category A.,0
593,1112,2025-08-15,train,-1.178088,-2.258049,9739.469481,0.038423,37.021,B,Entity 1112 in train had activity level -1.178 and category B.,0
594,1113,2025-08-16,train,0.523258,0.953333,3027.706529,0.002457,47.178,A,Entity 1113 in train had activity level 0.523 and category A.,0
595,1114,2025-08-17,train,-0.613075,-1.292197,30364.968447,0.034058,45.93,A,Entity 1114 in train had activity level -0.613 and category A.,1
596,1115,2025-08-18,train,2.03493,3.970533,16148.840341,0.023671,42.979,A,Entity 1115 in train had activity level 2.035 and category A.,0
597,1116,2025-08-19,train,-1.87355,-3.522435,19595.666645,0.003376,36.61,A,Entity 1116 in train had activity level -1.874 and category A.,0
598,1117,2025-08-20,train,1.012831,1.945077,5212.916749,0.017607,49.62,B,Entity 1117 in train had activity level 1.013 and category B.,0
599,1118,2025-08-21,train,0.017962,-0.075053,17841.67316,0.012055,48.995,B,Entity 1118 in train had activity level 0.018 and category B.,0
600,1119,2025-08-22,train,-0.208259,-0.517336,11838.52603,0.034811,48.824,A,Entity 1119 in train had activity level -0.208 and category A.,0
601,1120,2025-08-23,train,-0.124401,-0.294456,37359.18779,0.038247,41.483,A,Entity 1120 in train had activity level -0.124 and category A.,0
602,1121,2025-08-24,train,-0.736961,-1.13877,25185.380672,0.015646,42.895,B,Entity 1121 in train had activity level -0.737 and category B.,0
603,1122,2025-08-25,train,-0.839174,-1.307129,18526.51473,0.026912,,C,Entity 1122 in train had activity level -0.839 and category C.,0
604,1123,2025-08-26,train,0.283317,0.572596,24131.093876,0.007723,54.696,A,Entity 1123 in train had activity level 0.283 and category A.,0
605,1124,2025-08-27,train,1.425153,2.611781,9494.139614,0.034258,46.794,A,Entity 1124 in train had activity level 1.425 and category A.,0
606,1125,2025-08-28,train,-0.798212,-1.247166,4240.269996,0.010133,48.677,A,Entity 1125 in train had activity level -0.798 and category A.,0
607,1126,2025-08-29,train,-2.035345,-3.65652,12090.87503,0.006479,35.354,A,Entity 1126 in train had activity level -2.035 and category A.,0
608,1127,2025-08-30,train,0.63425,1.370915,8727.019371,0.017623,52.342,A,Entity 1127 in train had activity level 0.634 and category A.,0
609,1128,2025-08-31,train,1.111264,2.407222,14377.66776,0.036504,54.446,B,Entity 1128 in train had activity level 1.111 and category B.,1
610,1129,2025-09-01,train,0.604496,0.706788,22036.332394,0.005954,52.762,B,Entity 1129 in train had activity level 0.604 and category B.,0
611,1130,2025-09-02,train,1.133648,1.991673,1022.164402,0.019627,47.144,A,Entity 1130 in train had activity level 1.134 and category A.,0
612,1131,2025-09-03,train,-1.807389,-2.88791,11403.441859,0.032719,30.342,A,Entity 1131 in train had activity level -1.807 and category A.,0
613,1132,2025-09-04,train,-1.20494,-2.107447,16507.286892,0.021385,,D,Entity 1132 in train had activity level -1.205 and category D.,0
614,1133,2025-09-05,train,0.449314,0.881425,13957.627093,0.015367,43.062,A,Entity 1133 in train had activity level 0.449 and category A.,0
615,1134,2025-09-06,train,1.279956,2.590205,10296.04761,0.007724,46.123,B,Entity 1134 in train had activity level 1.280 and category B.,0
616,1135,2025-09-07,train,0.025606,-0.047809,34383.867041,0.03337,46.308,A,Entity 1135 in train had activity level 0.026 and category A.,0
617,1136,2025-09-08,train,0.507685,0.993928,18233.971115,0.018335,40.17,B,Entity 1136 in train had activity level 0.508 and category B.,0
618,1137,2025-09-09,train,1.112546,2.232157,12295.305101,0.026153,49.314,A,Entity 1137 in train had activity level 1.113 and category A.,1
619,1138,2025-09-10,train,0.157768,0.361954,5789.154407,0.018247,52.924,A,Entity 1138 in train had activity level 0.158 and category A.,0
620,1139,2025-09-11,train,-0.453384,-0.814201,5527.768848,0.032178,48.546,A,Entity 1139 in train had activity level -0.453 and category A.,0
621,1140,2025-09-12,train,1.359615,2.539714,37326.386508,0.031724,55.312,B,Entity 1140 in train had activity level 1.360 and category B.,1
622,1141,2025-09-13,train,0.457634,0.576993,23733.904789,0.022136,47.44,A,Entity 1141 in train had activity level 0.458 and category A.,0
623,1142,2025-09-14,train,-1.384987,-2.879135,34195.832186,0.000254,41.632,A,Entity 1142 in train had activity level -1.385 and category A.,0
